avg_f1,avg_em,lang,main_lang,flores_code,lang_orig,ip_mean,ip_std,ip_median
0.4436951898710688,0.3389830508474576,sw,swahili,swh_Latn,swahili-kenya,0.49526870654927907,0.09542819306045135,0.4911152152210868
0.410628668170393,0.3093220338983051,sw,swahili,swh_Latn,swahili-tanzania,0.49526870654927907,0.09542819306045135,0.4911152152210868
0.3255794353139486,0.1858407079646017,bn,bengali,ben_Beng,bengali-ind,0.5607023900388948,0.10256437798188779,0.5564803066890944
0.3494943109987357,0.2212389380530973,bn,bengali,ben_Beng,bengali-dhaka,0.5607023900388948,0.10256437798188779,0.5564803066890944
0.4325247918316601,0.3333333333333333,ko,korean,kor_Hang,korean-korn,0.6673812194722257,0.11725409899896487,0.6640110678767497
0.4145200067616577,0.3152173913043478,ko,korean,kor_Hang,korean-kors,0.6673812194722257,0.11725409899896487,0.6640110678767497
