micro_f1,macro_f1,precision,recall,accuracy,lang
0.7549019607843137,0.38133303351051934,0.7549019607843137,0.7549019607843137,0.7549019607843137,spa_Latn
0.14215686274509803,0.12019868211056746,0.14215686274509803,0.14215686274509803,0.14215686274509803,min_Arab
0.5980392156862745,0.4856969477620562,0.5980392156862745,0.5980392156862745,0.5980392156862745,ell_Grek
0.36764705882352944,0.1945520912046499,0.36764705882352944,0.36764705882352944,0.36764705882352944,hat_Latn
0.6225490196078431,0.5024119274001844,0.6225490196078431,0.6225490196078431,0.6225490196078431,srp_Cyrl
0.12254901960784313,0.09645567188017157,0.12254901960784313,0.12254901960784313,0.12254901960784313,pan_Guru
0.4215686274509804,0.2945749649304089,0.4215686274509804,0.4215686274509804,0.4215686274509804,eus_Latn
0.43137254901960786,0.37321135021688606,0.43137254901960786,0.43137254901960786,0.43137254901960786,kir_Cyrl
0.5294117647058824,0.31497649910236775,0.5294117647058824,0.5294117647058824,0.5294117647058824,kea_Latn
0.25,0.24853049026662194,0.25,0.25,0.25,cjk_Latn
0.6274509803921569,0.3066500582352267,0.6274509803921569,0.6274509803921569,0.6274509803921569,fin_Latn
0.12254901960784313,0.09519646331336272,0.12254901960784313,0.12254901960784313,0.12254901960784313,kan_Knda
0.7058823529411765,0.36476176427290286,0.7058823529411765,0.7058823529411765,0.7058823529411765,tur_Latn
0.12254901960784313,0.08243939590355198,0.12254901960784313,0.12254901960784313,0.12254901960784313,guj_Gujr
0.6911764705882353,0.44531069166508847,0.6911764705882353,0.6911764705882353,0.6911764705882353,ast_Latn
0.7058823529411765,0.4972153598281418,0.7058823529411765,0.7058823529411765,0.7058823529411765,hin_Deva
0.6813725490196079,0.35326167411794146,0.6813725490196079,0.6813725490196079,0.6813725490196079,bul_Cyrl
0.14705882352941177,0.11085204602796135,0.14705882352941177,0.14705882352941177,0.14705882352941177,mya_Mymr
0.4264705882352941,0.33859057211665816,0.4264705882352941,0.4264705882352941,0.4264705882352941,lus_Latn
0.24019607843137256,0.11703256885180302,0.24019607843137256,0.24019607843137256,0.24019607843137256,arb_Latn
0.3284313725490196,0.2475546002788325,0.3284313725490196,0.3284313725490196,0.3284313725490196,swh_Latn
0.7352941176470589,0.35229039388701305,0.7352941176470589,0.7352941176470589,0.7352941176470589,por_Latn
0.30392156862745096,0.2871270738100089,0.30392156862745096,0.30392156862745096,0.30392156862745096,snd_Arab
0.7254901960784313,0.3480457977206302,0.7254901960784313,0.7254901960784313,0.7254901960784313,dan_Latn
0.6666666666666666,0.3671282146954065,0.6666666666666666,0.6666666666666666,0.6666666666666666,hun_Latn
0.6225490196078431,0.3684893003032319,0.6225490196078431,0.6225490196078431,0.6225490196078431,heb_Hebr
0.30392156862745096,0.3645376624479541,0.30392156862745096,0.30392156862745096,0.30392156862745096,quy_Latn
0.5441176470588235,0.36097569323554296,0.5441176470588235,0.5441176470588235,0.5441176470588235,npi_Deva
0.28431372549019607,0.30983160508668367,0.28431372549019607,0.28431372549019607,0.28431372549019607,tam_Taml
0.7549019607843137,0.4124127309472137,0.7549019607843137,0.7549019607843137,0.7549019607843137,pol_Latn
0.29411764705882354,0.21921444206604992,0.29411764705882354,0.29411764705882354,0.29411764705882354,ben_Beng
0.19607843137254902,0.1648476437101225,0.19607843137254902,0.19607843137254902,0.19607843137254902,hau_Latn
0.7696078431372549,0.38807685489585275,0.7696078431372549,0.7696078431372549,0.7696078431372549,zho_Hans
0.21568627450980393,0.22073112073112075,0.21568627450980393,0.21568627450980393,0.21568627450980393,kat_Geor
0.24509803921568626,0.1897546070164354,0.24509803921568626,0.24509803921568626,0.24509803921568626,bem_Latn
0.3627450980392157,0.2833908729707679,0.3627450980392157,0.3627450980392157,0.3627450980392157,tuk_Latn
0.7696078431372549,0.3209635487015047,0.7696078431372549,0.7696078431372549,0.7696078431372549,eng_Latn
0.6568627450980392,0.3934166926500391,0.6568627450980392,0.6568627450980392,0.6568627450980392,zsm_Latn
0.6911764705882353,0.4103700132818943,0.6911764705882353,0.6911764705882353,0.6911764705882353,ces_Latn
0.4068627450980392,0.261332014785426,0.4068627450980392,0.4068627450980392,0.4068627450980392,bjn_Latn
0.696078431372549,0.35922394890242176,0.696078431372549,0.696078431372549,0.696078431372549,nob_Latn
0.12745098039215685,0.09380360505929797,0.12745098039215685,0.12745098039215685,0.12745098039215685,mal_Mlym
0.20098039215686275,0.16188409790145566,0.20098039215686275,0.20098039215686275,0.20098039215686275,tum_Latn
0.28921568627450983,0.2759394998954495,0.28921568627450983,0.28921568627450983,0.28921568627450983,dik_Latn
0.17647058823529413,0.1730481400763664,0.17647058823529413,0.17647058823529413,0.17647058823529413,asm_Beng
0.6813725490196079,0.3713618155178698,0.6813725490196079,0.6813725490196079,0.6813725490196079,glg_Latn
0.45098039215686275,0.3595805143030258,0.45098039215686275,0.45098039215686275,0.45098039215686275,urd_Arab
0.7107843137254902,0.36661737706816755,0.7107843137254902,0.7107843137254902,0.7107843137254902,ind_Latn
0.7058823529411765,0.5060807906621039,0.7058823529411765,0.7058823529411765,0.7058823529411765,ary_Arab
0.7598039215686274,0.3896915390672104,0.7598039215686274,0.7598039215686274,0.7598039215686274,rus_Cyrl
0.18627450980392157,0.18760324114065352,0.18627450980392157,0.18627450980392157,0.18627450980392157,ewe_Latn
0.5588235294117647,0.26553359365700263,0.5588235294117647,0.5588235294117647,0.5588235294117647,ceb_Latn
0.6862745098039216,0.37620156884930256,0.6862745098039216,0.6862745098039216,0.6862745098039216,ron_Latn
0.7647058823529411,0.41779671601805346,0.7647058823529411,0.7647058823529411,0.7647058823529411,nld_Latn
0.7254901960784313,0.4347991054129161,0.7254901960784313,0.7254901960784313,0.7254901960784313,vie_Latn
0.5882352941176471,0.3390779705440655,0.5882352941176471,0.5882352941176471,0.5882352941176471,mkd_Cyrl
0.1323529411764706,0.08760016881071847,0.1323529411764706,0.1323529411764706,0.1323529411764706,tel_Telu
0.45098039215686275,0.4508229502606223,0.45098039215686275,0.45098039215686275,0.45098039215686275,est_Latn
0.2696078431372549,0.24969835563055906,0.2696078431372549,0.2696078431372549,0.2696078431372549,dyu_Latn
0.29901960784313725,0.23814433676719515,0.29901960784313725,0.29901960784313725,0.29901960784313725,khm_Khmr
0.6911764705882353,0.3502395470752138,0.6911764705882353,0.6911764705882353,0.6911764705882353,cat_Latn
0.696078431372549,0.33091133562461994,0.696078431372549,0.696078431372549,0.696078431372549,ita_Latn
0.6911764705882353,0.4056436453450836,0.6911764705882353,0.6911764705882353,0.6911764705882353,kor_Hang
0.7156862745098039,0.42738362928106194,0.7156862745098039,0.7156862745098039,0.7156862745098039,fra_Latn
0.6911764705882353,0.6011153939133127,0.6911764705882353,0.6911764705882353,0.6911764705882353,tha_Thai
0.3872549019607843,0.3731891253990631,0.3872549019607843,0.3872549019607843,0.3872549019607843,mar_Deva
0.11274509803921569,0.07408216041219226,0.11274509803921569,0.11274509803921569,0.11274509803921569,taq_Tfng
0.75,0.3555479642408417,0.75,0.75,0.75,acm_Arab
0.6078431372549019,0.48233854782798047,0.6078431372549019,0.6078431372549019,0.6078431372549019,hrv_Latn
0.7254901960784313,0.36917581112406744,0.7254901960784313,0.7254901960784313,0.7254901960784313,deu_Latn
0.7401960784313726,0.5194191707539166,0.7401960784313726,0.7401960784313726,0.7401960784313726,arb_Arab
0.13725490196078433,0.10562487113192325,0.13725490196078433,0.13725490196078433,0.13725490196078433,ory_Orya
0.7058823529411765,0.33702768687340917,0.7058823529411765,0.7058823529411765,0.7058823529411765,ukr_Cyrl
0.75,0.40427049921498875,0.75,0.75,0.75,jpn_Jpan
